0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.28654979415785,92.5495455428869,95.69022449123293,87.86350323879813,77.04902488604127,74.57300113720656,59.36217195734071,67.77625392830954,53.62454158020573,49.23196161044042,50.08743356293088,39.657800198048,39.15695730838135,27.16904557405555,29.89084192074896,22.32369757762213,20.84883435647375,16.54193373873496,13.78042061105501,11.4066733673042,10.13471779816909,12.18261937229728,8.032426969778815,9.92987265606342,5.657999824359563,4.257459951328148,-2.771061879662478,1.489034592968487,-1.785546671598092,-0.3626979199806978,-0.7017412071283626,-3.350277885486298
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.2154550397102,94.16984836558177,90.62271485867976,83.09341378823859,76.08653902616305,69.63966655065765,64.43272782096219,56.40028350134931,52.05990362017333,50.60219748425002,42.99991757428867,41.20323229697016,32.84279041978278,27.38856630800416,22.22851613512501,22.64269917893059,22.10697663880746,16.09256486435298,14.41755722928348,10.09542866602685,11.686542778832,7.133826138407237,3.190328374227164,0.8538839463621715,0.6934621683130269,1.061161594746859,0.1728417681664176,5.454327585622395,4.753332006251634,2.736554814546212,6.464023835318169,1.472996704145249
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.22087225473254,94.06773889339722,89.43007228340304,84.72896004063593,72.82353207442874,71.78469635746519,67.34896814615153,63.63909360928701,54.93632433015469,48.55482300601546,43.45675696808956,42.22780091907523,35.44799538447862,26.38163582653143,26.08706312205564,29.24850941725602,20.52050211714525,12.70389051706173,14.17868048837222,9.637983674298439,9.197794298378042,8.526567065244048,12.46212528461672,3.163847238434654,4.046793249720872,0.309217455356114,1.205249550401726,0.8686168476369462,3.645831280042429,-0.7470272702594277,2.767856722266064,1.801355541867391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.4597806701542,90.45589470585587,89.12345396409047,86.16102515697681,71.45109644086466,77.00631654708113,64.46115726107405,56.34870382070535,52.76080294374175,48.92227454206917,43.9306484773129,40.90438277376994,29.46109989654281,28.65146151750654,29.78364557549726,16.99742267504118,13.58673348268704,18.40612083351379,17.65455378326949,9.339586337768363,7.158703484412698,4.1037483744738,10.49734157206543,5.069007805428704,2.204216702893502,2.095553488328026,3.144052920959107,2.648259949645935,-0.563736171553515,6.438439149218615,-1.995844549583459,-3.482658943545485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.09242888546989,90.71217278463681,87.58089322182678,84.86637059166581,75.64741028992651,74.47140806691057,61.90221554340024,55.92992395563243,56.12078792982495,45.66549953770389,52.94027820107281,42.50334755233204,35.01599146476052,32.46587866777234,31.19104749999408,19.24841959354784,19.57757462655901,12.96074910130707,14.13863235658322,12.49404046141112,8.678586058831101,9.694578935188037,6.674588647784563,3.381818440807155,2.883379653211067,6.674793961422591,4.988332068003687,1.451275571560771,2.312265754709722,0.5178333689916037,-0.926832955034556,8.767350027271608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.13424766233138,93.17912666490814,93.42382988169753,83.47142812601523,76.56517898697415,78.61120828529249,65.24970504593922,61.93833839091781,55.64511060025574,42.18322287870915,44.95477115711475,42.74899374165778,37.57552914151976,27.78910379951448,28.04726473297261,22.99334883797592,17.30907477372698,21.86417364515461,11.71899144550289,8.794733683376807,9.425260398135833,2.907553983396602,2.93690157588879,4.936624717717957,2.682359987042123,4.907783925852595,1.285981359991694,1.961551825074451,4.157782384416707,2.984797178292065,-4.623479405920686,-0.761368422670488
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.2989528415083,97.77445310829316,90.88101926883617,80.99608912179818,79.54804375370328,69.99897906341776,70.56672336704561,60.09060003178733,47.07591334783587,54.05583864908066,45.95297738250569,39.02360375170833,31.76414540066006,33.66496248475358,23.77462582956119,18.29631132920638,15.27895738933487,14.88465850272969,11.14339010062046,11.50664918803118,7.874390962006979,7.721067818986166,1.89008455990495,7.329393205052328,3.495868497518048,7.007721005448669,-1.749087420222414,4.730745454205651,-2.412694879283698,1.571458374110671,-2.812221438879671,0.822806210261925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0478790937055,92.80341223018729,88.34434323896033,85.2765359972524,75.69701768939619,69.64673557735958,67.58105198923067,58.76388327205063,55.1123417145953,53.8514806573462,47.48933902290137,32.95824759066688,31.41453115014768,29.39268548559942,22.10646799892616,21.56721303936007,11.86415988739876,17.3791140983939,11.77685272731523,13.89951982709719,6.927830232909207,7.245983524638916,10.37987380363134,6.031537563485299,8.843741046691719,0.4955264281652307,2.111041844547584,2.054553417673669,2.011046900898861,1.647247966893074,2.990448520624913,-0.5846046642857678
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.89181002755775,92.81168075617234,92.73354911061278,83.86902498818036,79.42228062106916,72.70764937086972,63.19947562668172,56.55791246141357,57.0033226190928,49.2749955017181,46.80382614478652,37.1154495469529,38.03708551375836,27.10559178064956,28.02839284902158,23.52032124541646,19.4231787661963,14.46701278163884,13.7595997211411,7.481932319331585,6.953447511799787,10.97030583676131,4.20241877873862,1.97134684244673,2.517545092176313,3.011806302338257,2.322862968466018,-1.706475122417477,-1.979366009173734,-1.496596120657832,2.456615242943532,6.17275428737873
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.94771920146189,93.8114544981176,88.22128180567702,80.01239951970724,79.48965416180913,74.51720657955467,67.06465323809553,57.78814017037,57.85706798795087,52.78180655040836,40.66827625888435,36.42816300759868,39.92260382096501,23.18785881841669,27.27087507900181,20.08868466209991,11.17444473710749,18.27279762333363,8.058846926892134,14.37914092146259,9.623788636783207,5.022045761175447,3.225441334701515,5.387340152582206,5.944043069145986,2.030470023931755,3.855054517314404,3.648886114386177,2.765591009684499,-0.9412290891701525,-1.004504049590114,0.730186836026429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.63895886172787,94.09599065839197,91.59696375104527,80.72944358304744,75.68008833252145,74.02421100303962,61.76450628084054,58.45003570110737,57.74383844279963,56.03692226815969,51.31471622187473,40.32864270909207,32.22409258340572,24.57008281306395,26.42997444901961,18.12586165698547,17.49443560291957,15.06916611097003,10.53658368278545,10.85516300238227,11.89504606621789,9.983586210977565,1.189265284277642,-2.008809052750453,3.988171479514268,5.21816226748424,3.037375181980209,2.27863199361823,-5.474898263857427,4.311251473323077,2.071693079950289,1.726805779955854
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101.3878563982435,94.49342571864058,86.20760183527291,84.474039424484,77.33666683070206,70.20875515716197,70.72202388589824,58.16351056768337,51.75353880324781,42.91616760298127,46.05533875373284,39.09704168677021,28.85373589992756,28.05408236146191,18.96645598704432,19.24754016005681,22.61270502264214,12.97030047374028,6.086254478385941,11.3619319596442,14.03428565611719,4.003352047370848,1.834558953164982,-0.5435534040777386,3.680659785576939,0.1510872107715773,1.116711702881259,-1.203703511896693,-1.292556761872165,0.6638992765280206,-1.960500883319162,-1.94201549157364
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.7742970573027,96.00578056161177,86.14723922869084,83.59265821686455,74.00644012521789,66.23587580363137,62.45559387913109,62.59993750491286,54.34484187726171,54.04146781302865,45.6216014205712,36.83892971128693,33.04101082082831,30.05023470640735,25.33981715036843,20.90609660584548,11.75851841336683,9.25343128576327,11.78435930835232,16.23779951205099,4.809870931139464,9.870512904817129,7.620708877666189,6.751931620527413,5.841741376317344,4.760340581280717,6.005490501005184,2.2623104239053,8.783559765204723,3.138247829639187,-2.02488258560954,-2.487340478968292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.43497416211382,94.44730702810169,88.95404273262416,81.09274478606318,70.76155569925213,69.30016986602746,64.7110926397183,58.84877184129904,51.43448185215814,52.48037789607701,40.86199610791365,40.13244402012165,31.00920181441891,26.23254129211734,22.21743841037838,20.68582894946424,16.97671866023095,11.85198626887581,16.52421493188788,5.552322279663986,5.099975070163181,2.946848191584865,9.729425394941714,2.377992318230848,-0.748721337059155,-0.6136596443042011,2.030464172722742,3.993901836403993,0.9369699955812779,4.272475958345024,4.517061806939692,-2.745200505439614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.6119918370437,95.02371289882461,87.70023378487134,80.32916538947482,77.25626153625855,63.57946876929873,59.13474874451434,53.59129387348092,50.31982219176231,50.29864702770462,40.7137229582939,35.18978443314727,32.52576223702342,30.93049871202624,20.08632584307343,19.44101919386785,15.93867424758101,18.7773510699224,13.16171967395017,10.29323641221243,4.941756628780725,11.69139059832304,7.268911440468312,7.350210822371967,5.839809662857144,-0.4818183357837662,-0.4628975241418816,1.545018372886918,0.2581709166530547,-1.067176427295988,1.224412172537765,1.101752843652692
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.16954020159605,92.5557179878675,84.79824756049567,76.77836955111015,77.74150264674186,72.24787710332846,59.15705637827044,60.26822290607554,49.24985525180541,44.0729608179967,45.59223249260727,30.59570302057165,28.30265930217661,26.56775438557194,22.13530267622815,14.67524653955481,15.69093085361351,9.381177595116025,13.0096759946672,8.145641980287168,2.994533580621185,5.649817906297056,2.810407623604239,2.098699356641658,0.7572089448841057,-1.178681995966963,-1.96619651314958,-0.1950070359688116,3.54460899055943,5.43340040465537,0.835183492673885,-3.643567967001783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
